Unnamed: 0,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,registration_year,owner_type,car_condition,insurance_status,accident_history,city
229,Maruti Celerio,Maruti,Celerio,7,35000,Individual,Petrol,Manual,23.1,998,67.04,5,320000,2019,Second Owner,Excellent,Active,No,Mumbai
230,Hyundai i20,Hyundai,i20,5,50000,Individual,Diesel,Manual,21.19,1396,88.73,5,700000,2021,Second Owner,Excellent,Expired,No,Jaipur
231,Ford Aspire,Ford,Aspire,3,10000,Individual,Petrol,Manual,18.16,1196,86.8,5,630000,2023,First Owner,Fair,Active,No,Hyderabad
232,Maruti Alto,Maruti,Alto,5,10370,Individual,Petrol,Manual,22.74,796,47.3,5,320000,2021,Third Owner,Good,Active,No,Jaipur
233,Honda City,Honda,City,8,62000,Dealer,Petrol,Manual,16.8,1497,116.3,5,465000,2018,First Owner,Good,Active,No,Jaipur
236,Hyundai i20,Hyundai,i20,5,40000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000,2021,First Owner,Fair,Active,No,Lucknow
237,Maruti Swift,Maruti,Swift,4,60000,Individual,Petrol,Manual,22.0,1197,81.8,5,445000,2022,Second Owner,Good,Active,No,Pune
238,Tata Safari,Tata,Safari,8,67231,Dealer,Diesel,Manual,14.0,2179,138.1,7,705000,2018,First Owner,Good,Active,No,Ahmedabad
239,Maruti Wagon R,Maruti,Wagon R,8,64000,Dealer,CNG,Manual,33.54,998,67.04,5,270000,2018,First Owner,Good,Active,No,Ahmedabad
241,Honda City,Honda,City,7,63000,Dealer,Diesel,Manual,26.0,1498,98.6,5,475000,2019,First Owner,Good,Active,Yes,Bangalore
242,Toyota Fortuner,Toyota,Fortuner,6,80000,Individual,Diesel,Manual,12.55,2982,168.5,7,1755000,2020,First Owner,Good,Active,No,Jaipur
243,Honda City,Honda,City,10,55000,Dealer,Petrol,Manual,16.9,1497,100.0,5,350000,2016,First Owner,Good,Expired,Yes,Hyderabad
244,Hyundai i20,Hyundai,i20,5,11000,Dealer,Petrol,Manual,18.6,1197,81.83,5,575000,2021,First Owner,Excellent,Expired,Yes,Ahmedabad
246,Renault KWID,Renault,KWID,4,17000,Individual,Petrol,Manual,23.01,999,67.0,5,360000,2022,First Owner,Excellent,Active,No,Mumbai
247,Maruti Alto,Maruti,Alto,4,25000,Individual,Petrol,Manual,24.7,796,47.3,5,275000,2022,Second Owner,Excellent,Active,No,Delhi
248,Datsun GO,Datsun,GO,5,33350,Individual,Petrol,Manual,19.44,1198,67.0,7,320000,2021,First Owner,Good,Active,No,Kolkata
250,Hyundai Grand,Hyundai,Grand,6,62000,Dealer,Petrol,Manual,18.9,1197,82.0,5,370000,2020,First Owner,Good,Active,No,Hyderabad
252,Maruti Swift Dzire,Maruti,Swift Dzire,12,59000,Individual,Petrol,Manual,17.5,1298,85.8,5,275000,2014,First Owner,Good,Active,No,Delhi
254,Honda City,Honda,City,7,86113,Dealer,Petrol,Manual,17.4,1497,117.3,5,550000,2019,First Owner,Excellent,Active,No,Hyderabad
256,Maruti Swift Dzire,Maruti,Swift Dzire,3,10000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000,2023,Second Owner,Excellent,Active,No,Jaipur
258,Maruti Wagon R,Maruti,Wagon R,6,92537,Individual,Petrol,Manual,20.51,998,67.04,5,272000,2020,First Owner,Excellent,Active,No,Chennai
259,Maruti Ciaz,Maruti,Ciaz,2,27645,Dealer,Diesel,Manual,28.09,1248,88.5,5,951000,2024,First Owner,Good,Expired,No,Pune
260,Maruti Alto,Maruti,Alto,8,46242,Individual,Petrol,Manual,20.92,998,67.1,5,280000,2018,First Owner,Good,Active,No,Delhi
261,Honda City,Honda,City,8,70000,Individual,Petrol,Manual,16.8,1497,116.3,5,545000,2018,Second Owner,Poor,Active,No,Mumbai
262,Renault KWID,Renault,KWID,1,6000,Individual,Petrol,Manual,22.3,799,53.26,5,450000,2025,First Owner,Good,Active,Yes,Kolkata
263,Hyundai i20,Hyundai,i20,4,64000,Dealer,Petrol,Manual,18.6,1197,81.83,5,480000,2022,Second Owner,Excellent,Active,Yes,Hyderabad
264,Mahindra Scorpio,Mahindra,Scorpio,4,93000,Dealer,Diesel,Manual,15.4,1997,120.0,7,1060000,2022,First Owner,Excellent,Active,No,Lucknow
265,Maruti Alto,Maruti,Alto,8,26200,Dealer,Petrol,Manual,22.74,796,47.3,5,235000,2018,First Owner,Fair,Active,No,Delhi
266,Maruti Baleno,Maruti,Baleno,4,25000,Individual,Petrol,Manual,21.4,1197,83.1,5,590000,2022,First Owner,Excellent,Active,No,Kolkata
269,Toyota Fortuner,Toyota,Fortuner,3,50000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2950000,2023,First Owner,Good,Active,No,Lucknow
270,Hyundai Santro,Hyundai,Santro,13,80000,Individual,Petrol,Manual,17.92,1086,62.1,5,110000,2013,First Owner,Excellent,Active,No,Delhi
271,Mahindra Scorpio,Mahindra,Scorpio,14,110000,Individual,Diesel,Manual,13.5,2179,115.0,5,280000,2012,Second Owner,Excellent,Expired,Yes,Hyderabad
272,Audi A4,Audi,A4,5,55000,Dealer,Petrol,Automatic,17.84,1395,147.51,5,1851000,2021,Fourth+ Owner,Good,Expired,Yes,Bangalore
273,Honda City,Honda,City,3,25000,Individual,Petrol,Manual,17.4,1497,117.3,5,750000,2023,Second Owner,Excellent,Active,No,Bangalore
274,Hyundai Grand,Hyundai,Grand,6,36000,Dealer,Petrol,Manual,18.9,1197,81.86,5,400000,2020,First Owner,Good,Expired,No,Bangalore
275,Maruti Swift Dzire,Maruti,Swift Dzire,6,40000,Individual,Diesel,Manual,26.59,1248,74.0,5,530000,2020,First Owner,Good,Active,No,Hyderabad
276,Mahindra Thar,Mahindra,Thar,3,25000,Individual,Diesel,Manual,16.55,2498,105.0,6,870000,2023,First Owner,Excellent,Expired,No,Jaipur
277,Renault KWID,Renault,KWID,3,30038,Dealer,Petrol,Manual,25.17,799,53.3,5,295000,2023,Second Owner,Poor,Active,No,Delhi
278,Tata Tiago,Tata,Tiago,4,53000,Individual,Diesel,Manual,27.28,1047,69.0,5,370000,2022,First Owner,Good,Active,No,Ahmedabad
279,Maruti Swift,Maruti,Swift,3,5000,Individual,Petrol,Manual,21.21,1197,81.8,5,530000,2023,First Owner,Good,Active,No,Ahmedabad
281,Renault KWID,Renault,KWID,4,35000,Individual,Petrol,Automatic,24.04,999,67.0,5,350000,2022,First Owner,Excellent,Active,No,Kolkata
282,Ford Ecosport,Ford,Ecosport,8,62000,Dealer,Diesel,Manual,22.7,1498,89.84,5,470000,2018,First Owner,Good,Active,No,Delhi
283,Ford Aspire,Ford,Aspire,6,42000,Individual,Diesel,Manual,25.83,1498,99.0,5,390000,2020,Fourth+ Owner,Fair,Expired,No,Jaipur
285,Mahindra Scorpio,Mahindra,Scorpio,6,80000,Individual,Diesel,Manual,15.4,2179,120.0,7,920000,2020,First Owner,Excellent,Expired,No,Kolkata
286,Mahindra XUV500,Mahindra,XUV500,8,60000,Individual,Diesel,Manual,15.1,2179,140.0,7,550000,2018,Second Owner,Fair,Active,No,Delhi
287,Hyundai Verna,Hyundai,Verna,7,45000,Individual,Diesel,Manual,22.32,1582,126.32,5,635000,2019,First Owner,Good,Active,Yes,Mumbai
288,Mahindra XUV500,Mahindra,XUV500,4,50000,Dealer,Diesel,Automatic,16.0,2179,140.0,7,1250000,2022,First Owner,Good,Active,No,Hyderabad
289,Maruti Alto,Maruti,Alto,3,12000,Individual,Petrol,Manual,24.7,796,47.3,5,300000,2023,Third Owner,Good,Active,No,Ahmedabad
290,Honda City,Honda,City,3,12000,Individual,Petrol,Automatic,18.0,1497,117.6,5,960000,2023,Third Owner,Good,Expired,No,Chennai
291,Maruti Vitara,Maruti,Vitara,3,15000,Individual,Diesel,Manual,24.3,1248,88.5,5,750000,2023,First Owner,Excellent,Active,No,Pune
292,Volkswagen Polo,Volkswagen,Polo,10,63000,Dealer,Petrol,Manual,16.47,1198,73.9,5,249000,2016,Fourth+ Owner,Good,Active,No,Bangalore
293,Tata Hexa,Tata,Hexa,3,30000,Individual,Diesel,Manual,17.6,2179,153.86,7,1400000,2023,First Owner,Excellent,Active,No,Hyderabad
294,Ford Figo,Ford,Figo,10,160800,Individual,Diesel,Manual,20.0,1399,68.0,5,250000,2016,First Owner,Good,Active,No,Mumbai
295,Hyundai Verna,Hyundai,Verna,7,120000,Individual,Diesel,Manual,22.32,1582,126.32,5,610000,2019,First Owner,Good,Active,No,Hyderabad
297,Ford Ecosport,Ford,Ecosport,5,78247,Dealer,Diesel,Manual,21.7,1498,98.96,5,545000,2021,First Owner,Good,Active,Yes,Kolkata
298,Hyundai Verna,Hyundai,Verna,8,113000,Individual,Diesel,Manual,22.32,1582,126.3,5,480000,2018,First Owner,Fair,Active,No,Delhi
299,Hyundai i20,Hyundai,i20,7,52000,Dealer,Petrol,Manual,18.6,1197,81.83,5,395000,2019,First Owner,Good,Active,No,Mumbai
300,Toyota Innova,Toyota,Innova,9,109000,Dealer,Diesel,Manual,12.99,2494,100.6,7,495000,2017,Second Owner,Good,Active,No,Ahmedabad
301,Hyundai Grand,Hyundai,Grand,4,90000,Individual,Petrol,Manual,18.9,1197,82.0,5,470000,2022,First Owner,Excellent,Active,Yes,Chennai
305,Volkswagen Polo,Volkswagen,Polo,10,98000,Dealer,Diesel,Manual,22.07,1199,73.9,5,200000,2016,Third Owner,Poor,Active,No,Mumbai
306,Hyundai i20,Hyundai,i20,5,20000,Individual,Diesel,Manual,21.19,1396,88.73,5,699000,2021,Second Owner,Good,Active,No,Chennai
308,Maruti Wagon R,Maruti,Wagon R,7,21717,Individual,Petrol,Manual,20.51,998,67.04,5,340000,2019,First Owner,Excellent,Active,No,Hyderabad
309,Renault Duster,Renault,Duster,7,40000,Individual,Diesel,Manual,20.45,1461,83.8,5,500000,2019,First Owner,Excellent,Active,No,Lucknow
310,Honda City,Honda,City,4,50000,Individual,Petrol,Manual,17.14,1497,117.6,5,1050000,2022,Third Owner,Excellent,Active,No,Kolkata
311,Renault Duster,Renault,Duster,5,90000,Individual,Diesel,Manual,19.6,1461,108.45,5,600000,2021,First Owner,Fair,Active,No,Lucknow
313,Maruti Swift,Maruti,Swift,4,27876,Dealer,Petrol,Manual,20.4,1197,81.8,5,491000,2022,First Owner,Fair,Active,No,Delhi
314,Land Rover Rover,Land Rover,Rover,5,56000,Dealer,Petrol,Automatic,12.63,1999,177.0,5,2890000,2021,Third Owner,Good,Active,No,Kolkata
315,Hyundai i10,Hyundai,i10,13,57215,Individual,Petrol,Manual,20.36,1197,78.9,5,160000,2013,First Owner,Excellent,Active,No,Jaipur
316,Hyundai Venue,Hyundai,Venue,2,5400,Dealer,Petrol,Manual,18.27,998,118.35,5,985000,2024,Second Owner,Excellent,Active,No,Jaipur
317,Maruti Swift Dzire,Maruti,Swift Dzire,7,60000,Individual,Diesel,Manual,23.4,1248,74.0,5,500000,2019,Second Owner,Fair,Active,No,Kolkata
318,Tata Tiago,Tata,Tiago,4,24800,Individual,Petrol,Manual,23.84,1199,84.0,5,335000,2022,Third Owner,Good,Expired,No,Hyderabad
319,Maruti Alto,Maruti,Alto,16,70000,Individual,Petrol,Manual,19.7,796,46.3,5,85000,2010,First Owner,Fair,Expired,No,Bangalore
321,Honda Jazz,Honda,Jazz,3,20000,Dealer,Petrol,Automatic,17.1,1199,88.51,5,740000,2023,Second Owner,Fair,Active,No,Chennai
323,Maruti Swift,Maruti,Swift,8,34553,Dealer,Petrol,Manual,22.0,1197,81.8,5,375000,2018,First Owner,Good,Active,No,Bangalore
324,Maruti Vitara,Maruti,Vitara,3,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,810000,2023,Second Owner,Good,Active,No,Chennai
325,Volkswagen Polo,Volkswagen,Polo,11,350000,Individual,Petrol,Manual,16.47,1198,73.9,5,173000,2015,First Owner,Poor,Active,No,Lucknow
326,Maruti Vitara,Maruti,Vitara,4,50000,Individual,Diesel,Manual,24.3,1248,88.5,5,700000,2022,Third Owner,Good,Active,No,Chennai
327,Mahindra KUV,Mahindra,KUV,5,70000,Individual,Diesel,Manual,25.32,1198,77.0,6,310000,2021,First Owner,Excellent,Active,No,Ahmedabad
328,Mahindra Scorpio,Mahindra,Scorpio,4,120000,Individual,Diesel,Manual,15.4,1997,120.0,7,850000,2022,First Owner,Excellent,Active,No,Hyderabad
329,Hyundai i20,Hyundai,i20,8,90000,Individual,Diesel,Manual,22.54,1396,88.76,5,285000,2018,Third Owner,Good,Active,No,Bangalore
330,Maruti Swift Dzire,Maruti,Swift Dzire,7,120000,Individual,Diesel,Manual,23.4,1248,74.0,5,450000,2019,Third Owner,Excellent,Expired,No,Mumbai
331,Hyundai Creta,Hyundai,Creta,4,80000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000,2022,First Owner,Excellent,Expired,No,Jaipur
333,Mahindra Scorpio,Mahindra,Scorpio,4,30000,Individual,Diesel,Manual,15.4,1997,120.0,7,1080000,2022,First Owner,Excellent,Active,Yes,Delhi
334,Honda City,Honda,City,7,66100,Dealer,Diesel,Manual,26.0,1498,98.6,5,530000,2019,Third Owner,Fair,Active,No,Kolkata
335,Maruti Swift Dzire,Maruti,Swift Dzire,4,50000,Individual,Diesel,Manual,28.4,1248,74.02,5,680000,2022,First Owner,Good,Expired,No,Pune
336,Mahindra Scorpio,Mahindra,Scorpio,4,42000,Dealer,Diesel,Manual,15.4,1997,120.0,7,1025000,2022,First Owner,Good,Active,No,Mumbai
337,Hyundai i20,Hyundai,i20,4,55000,Individual,Petrol,Manual,18.6,1197,81.83,5,650000,2022,First Owner,Poor,Expired,No,Hyderabad
338,Hyundai i10,Hyundai,i10,9,110699,Dealer,Petrol,Manual,20.36,1197,78.9,5,194000,2017,Second Owner,Fair,Expired,No,Delhi
339,Maruti Baleno,Maruti,Baleno,2,5000,Individual,Petrol,Automatic,21.4,1197,83.1,5,686000,2024,First Owner,Fair,Active,No,Jaipur
340,Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,22.74,796,47.3,5,200000,2021,First Owner,Good,Active,No,Chennai
341,Maruti Swift Dzire,Maruti,Swift Dzire,11,44000,Dealer,Petrol,Manual,19.1,1197,85.8,5,250000,2015,First Owner,Excellent,Active,No,Mumbai
342,Maruti Vitara,Maruti,Vitara,3,90000,Individual,Diesel,Manual,24.3,1248,88.5,5,730000,2023,First Owner,Fair,Active,No,Lucknow
343,Hyundai Verna,Hyundai,Verna,5,55000,Dealer,Petrol,Manual,17.01,1591,121.3,5,650000,2021,First Owner,Good,Active,No,Delhi
344,Maruti Vitara,Maruti,Vitara,4,45000,Dealer,Diesel,Manual,24.3,1248,88.5,5,790000,2022,Fourth+ Owner,Good,Active,No,Ahmedabad
345,Maruti Baleno,Maruti,Baleno,4,30000,Individual,Petrol,Manual,21.4,1197,83.1,5,620000,2022,First Owner,Good,Active,No,Hyderabad
346,Hyundai Verna,Hyundai,Verna,8,50000,Individual,Petrol,Manual,17.01,1591,121.3,5,510000,2018,Third Owner,Good,Active,No,Mumbai
347,Maruti Eeco,Maruti,Eeco,8,20000,Individual,Petrol,Manual,15.37,1196,73.0,5,375000,2018,First Owner,Excellent,Active,No,Jaipur
349,Maruti Swift Dzire,Maruti,Swift Dzire,4,19843,Trustmark Dealer,Petrol,Automatic,21.21,1197,81.8,5,620000,2022,Second Owner,Good,Active,No,Pune
351,Ford Endeavour,Ford,Endeavour,10,30000,Individual,Diesel,Automatic,11.4,2953,153.86,7,950000,2016,First Owner,Good,Expired,No,Jaipur
352,Toyota Innova,Toyota,Innova,4,52300,Dealer,Diesel,Manual,13.68,2393,147.51,7,1450000,2022,First Owner,Good,Active,No,Mumbai
353,Honda City,Honda,City,5,40000,Individual,Petrol,Automatic,18.0,1497,117.3,5,845000,2021,First Owner,Good,Active,No,Delhi
354,Maruti Swift Dzire,Maruti,Swift Dzire,7,61500,Dealer,Diesel,Manual,23.4,1248,74.0,5,390000,2019,First Owner,Good,Active,No,Chennai
355,Honda Amaze,Honda,Amaze,6,59000,Dealer,Petrol,Manual,18.0,1198,86.7,5,395000,2020,First Owner,Excellent,Expired,No,Mumbai
356,Hyundai Grand,Hyundai,Grand,3,40000,Individual,Petrol,Manual,18.9,1197,81.86,5,450000,2023,Second Owner,Good,Expired,No,Lucknow
357,Audi A6,Audi,A6,8,60000,Individual,Diesel,Automatic,17.68,1968,174.33,5,1700000,2018,Second Owner,Good,Active,Yes,Pune
358,Hyundai Grand,Hyundai,Grand,8,61000,Dealer,Petrol,Manual,18.9,1197,82.0,5,325000,2018,Third Owner,Excellent,Active,No,Chennai
359,Mahindra KUV,Mahindra,KUV,5,70000,Individual,Diesel,Manual,25.32,1198,77.0,6,350000,2021,Fourth+ Owner,Poor,Active,No,Pune
360,Mahindra XUV500,Mahindra,XUV500,8,63000,Dealer,Diesel,Manual,15.1,2179,140.0,7,650000,2018,Second Owner,Good,Active,Yes,Hyderabad
361,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,9,58000,Dealer,Petrol,Manual,12.3,1796,185.0,5,1250000,2017,Second Owner,Good,Expired,No,Pune
364,Maruti Swift Dzire,Maruti,Swift Dzire,4,22000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000,2022,First Owner,Good,Active,No,Ahmedabad
365,Honda City,Honda,City,11,57977,Dealer,Petrol,Manual,17.0,1497,118.0,5,299000,2015,Third Owner,Good,Active,Yes,Ahmedabad
367,Land Rover Rover,Land Rover,Rover,3,13000,Dealer,Petrol,Automatic,12.19,1997,237.36,4,7000000,2023,Second Owner,Good,Active,No,Kolkata
368,Mini Cooper,Mini,Cooper,9,67000,Dealer,Petrol,Automatic,17.33,1998,189.08,4,1325000,2017,First Owner,Good,Active,No,Bangalore
369,Maruti Ertiga,Maruti,Ertiga,7,48242,Dealer,Diesel,Manual,20.77,1248,88.76,7,524000,2019,First Owner,Excellent,Expired,No,Chennai
370,Ford Figo,Ford,Figo,9,68000,Dealer,Diesel,Manual,20.0,1399,68.05,5,169000,2017,First Owner,Excellent,Expired,No,Delhi
371,Maruti Ertiga,Maruti,Ertiga,7,40000,Individual,Diesel,Manual,20.77,1248,88.8,7,500000,2019,Second Owner,Fair,Expired,No,Chennai
372,Audi Q7,Audi,Q7,9,98000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,2000000,2017,First Owner,Good,Expired,No,Delhi
373,Maruti Swift Dzire,Maruti,Swift Dzire,8,113450,Individual,Diesel,Manual,23.4,1248,74.0,5,380000,2018,Second Owner,Good,Active,No,Lucknow
374,Maruti Wagon R,Maruti,Wagon R,3,80000,Individual,Petrol,Automatic,20.51,998,67.0,5,400000,2023,First Owner,Good,Active,No,Chennai
375,Hyundai Santro,Hyundai,Santro,1,1000,Dealer,Petrol,Automatic,20.3,1086,68.0,5,565000,2025,Second Owner,Good,Active,No,Kolkata
376,Maruti Wagon R,Maruti,Wagon R,6,20292,Dealer,Petrol,Manual,20.51,998,67.04,5,335000,2020,First Owner,Excellent,Expired,No,Bangalore
377,Mahindra Scorpio,Mahindra,Scorpio,11,67900,Dealer,Diesel,Manual,12.05,2179,120.0,7,300000,2015,Third Owner,Excellent,Active,No,Jaipur
379,Mahindra Scorpio,Mahindra,Scorpio,6,40000,Dealer,Diesel,Manual,15.4,1997,120.0,7,1051000,2020,First Owner,Fair,Active,No,Lucknow
380,Hyundai Grand,Hyundai,Grand,4,60000,Individual,Diesel,Manual,24.0,1186,73.97,5,510000,2022,First Owner,Excellent,Expired,No,Kolkata
381,Renault KWID,Renault,KWID,3,25000,Individual,Petrol,Automatic,24.04,999,67.0,5,370000,2023,First Owner,Fair,Active,No,Lucknow
382,Maruti Wagon R,Maruti,Wagon R,15,70000,Individual,Petrol,Manual,18.9,998,67.1,5,200000,2011,First Owner,Good,Active,No,Pune
383,Maruti Baleno,Maruti,Baleno,3,21000,Individual,Diesel,Manual,27.39,1248,74.0,5,625000,2023,First Owner,Good,Active,No,Kolkata
384,Mahindra Scorpio,Mahindra,Scorpio,3,39000,Dealer,Diesel,Manual,16.36,2179,140.0,7,1290000,2023,First Owner,Good,Active,Yes,Pune
385,Hyundai Creta,Hyundai,Creta,4,30000,Dealer,Petrol,Manual,15.8,1591,121.3,5,890000,2022,First Owner,Fair,Active,No,Mumbai
386,Hyundai Verna,Hyundai,Verna,9,61000,Dealer,Diesel,Manual,22.32,1582,126.3,5,420000,2017,Second Owner,Excellent,Active,No,Bangalore
387,Maruti Swift,Maruti,Swift,4,5743,Trustmark Dealer,Petrol,Manual,20.4,1197,83.11,5,500000,2022,First Owner,Good,Active,No,Ahmedabad
389,Hyundai Grand,Hyundai,Grand,3,24200,Individual,Petrol,Manual,18.9,1197,81.86,5,600000,2023,Third Owner,Fair,Active,No,Lucknow
390,Maruti Baleno,Maruti,Baleno,4,57000,Individual,Diesel,Manual,27.39,1248,74.0,5,590000,2022,Third Owner,Good,Active,Yes,Bangalore
391,Hyundai i10,Hyundai,i10,10,58000,Dealer,Petrol,Manual,20.36,1197,78.9,5,190000,2016,Fourth+ Owner,Excellent,Active,No,Kolkata
392,Datsun GO,Datsun,GO,4,15000,Individual,Petrol,Manual,19.44,1198,67.0,7,500000,2022,Second Owner,Excellent,Active,No,Bangalore
393,Maruti Celerio,Maruti,Celerio,4,10000,Individual,Petrol,Manual,23.1,998,67.04,5,450000,2022,First Owner,Excellent,Expired,No,Jaipur
396,Mahindra XUV500,Mahindra,XUV500,6,100000,Individual,Diesel,Manual,15.1,2179,140.0,7,650000,2020,Second Owner,Good,Active,No,Pune
397,BMW Z4,BMW,Z4,1,2000,Dealer,Petrol,Automatic,11.29,2998,335.0,2,8250000,2025,First Owner,Good,Active,No,Pune
398,Maruti Wagon R,Maruti,Wagon R,1,10000,Individual,Petrol,Manual,20.52,1197,81.8,5,500000,2025,First Owner,Fair,Active,No,Delhi
400,Maruti Alto,Maruti,Alto,12,43000,Individual,Petrol,Manual,19.7,796,46.3,5,140000,2014,Second Owner,Good,Expired,No,Bangalore
401,Honda Amaze,Honda,Amaze,8,64000,Dealer,CNG,Manual,18.0,1198,86.7,5,349000,2018,First Owner,Good,Active,No,Ahmedabad
402,Maruti Wagon R,Maruti,Wagon R,7,30000,Individual,Petrol,Manual,20.51,998,67.06,5,325000,2019,Second Owner,Excellent,Active,No,Bangalore
403,Honda City,Honda,City,7,63000,Dealer,Petrol,Manual,17.8,1497,117.3,5,435000,2019,First Owner,Excellent,Active,No,Ahmedabad
404,Maruti Celerio,Maruti,Celerio,3,28000,Dealer,CNG,Manual,31.79,998,58.33,5,455000,2023,Second Owner,Good,Active,No,Lucknow
405,Land Rover Rover,Land Rover,Rover,3,25000,Individual,Petrol,Automatic,9.17,2995,335.25,7,6200000,2023,First Owner,Good,Active,No,Jaipur
406,Honda City,Honda,City,4,32226,Dealer,Petrol,Manual,17.8,1497,117.3,5,755000,2022,First Owner,Good,Active,No,Lucknow
410,Maruti Alto,Maruti,Alto,7,65000,Individual,Petrol,Manual,23.95,998,67.05,5,245000,2019,First Owner,Good,Active,No,Bangalore
411,Kia Seltos,Kia,Seltos,2,14000,Dealer,Diesel,Manual,20.8,1493,113.4,5,1350000,2024,First Owner,Good,Expired,No,Chennai
414,Renault KWID,Renault,KWID,3,15000,Individual,Petrol,Automatic,24.04,999,67.0,5,310000,2023,Second Owner,Excellent,Active,No,Chennai
416,BMW 6,BMW,6,3,30000,Individual,Petrol,Automatic,14.28,1998,254.7,4,5500000,2023,First Owner,Good,Active,No,Ahmedabad
418,Maruti Swift Dzire,Maruti,Swift Dzire,3,32000,Dealer,Diesel,Manual,19.3,1248,73.9,5,675000,2023,First Owner,Good,Active,No,Chennai
419,Maruti Wagon R,Maruti,Wagon R,2,30000,Individual,Petrol,Manual,20.52,1197,81.8,5,500000,2024,First Owner,Excellent,Expired,Yes,Chennai
420,Hyundai i10,Hyundai,i10,11,25000,Individual,Petrol,Manual,20.36,1197,78.9,5,300000,2015,Second Owner,Fair,Active,No,Mumbai
421,Mahindra Scorpio,Mahindra,Scorpio,5,35000,Individual,Diesel,Automatic,15.4,2179,120.0,7,1450000,2021,First Owner,Good,Active,No,Mumbai
422,Mahindra Scorpio,Mahindra,Scorpio,8,140000,Individual,Diesel,Manual,12.05,2179,120.0,8,530000,2018,Second Owner,Good,Expired,No,Bangalore
423,Ford Ecosport,Ford,Ecosport,7,65597,Trustmark Dealer,Diesel,Manual,22.7,1498,89.84,5,575000,2019,First Owner,Good,Active,No,Hyderabad
424,Hyundai i20,Hyundai,i20,4,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000,2022,Second Owner,Excellent,Active,No,Delhi
425,Maruti Ciaz,Maruti,Ciaz,7,160000,Individual,Diesel,Manual,26.21,1248,88.5,5,500000,2019,Second Owner,Good,Expired,No,Chennai
426,Maruti Baleno,Maruti,Baleno,1,7124,Individual,Petrol,Manual,21.01,1197,81.8,5,643000,2025,Second Owner,Excellent,Active,No,Bangalore
427,Ford Ecosport,Ford,Ecosport,2,15000,Individual,Petrol,Manual,18.1,999,123.24,5,1000000,2024,First Owner,Excellent,Expired,No,Lucknow
430,Hyundai Grand,Hyundai,Grand,5,34000,Individual,Petrol,Manual,18.9,1197,82.0,5,550000,2021,Second Owner,Good,Expired,Yes,Hyderabad
432,Volkswagen Vento,Volkswagen,Vento,10,280000,Individual,Diesel,Manual,20.54,1598,103.6,5,300000,2016,Second Owner,Good,Active,No,Jaipur
433,Tata Tigor,Tata,Tigor,3,40000,Individual,Petrol,Manual,20.3,1199,84.0,5,470000,2023,Second Owner,Fair,Active,No,Delhi
434,Honda City,Honda,City,7,77000,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000,2019,Second Owner,Good,Active,No,Ahmedabad
435,Datsun GO,Datsun,GO,4,15000,Individual,Petrol,Manual,19.44,1198,67.0,7,469000,2022,First Owner,Excellent,Active,Yes,Jaipur
436,Maruti Alto,Maruti,Alto,9,60000,Individual,Petrol,Manual,20.92,998,67.1,5,210000,2017,Second Owner,Fair,Active,No,Delhi
437,Maruti Alto,Maruti,Alto,8,120000,Individual,Petrol,Manual,22.74,796,47.3,5,200000,2018,First Owner,Good,Active,No,Pune
438,Renault KWID,Renault,KWID,2,2500,Individual,Petrol,Manual,23.01,999,67.0,5,400000,2024,First Owner,Fair,Active,No,Bangalore
439,Jaguar XF,Jaguar,XF,8,50000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2150000,2018,First Owner,Poor,Active,No,Lucknow
